-0.2015,-5.0918,2.2595,-6,0,-1
0.2015,5.0918,-2.2595,6,0,1
0.8497,4.3913,-2.7103,0,0,-1
-0.8497,-4.3913,2.7103,0,0,1
-1.4673,0.3388,2.0467,2,0,1
1.4673,-0.3388,-2.0467,-2,0,-1
-0.1753,5.0234,-2.8031,5,0,1
0.1753,-5.0234,2.8031,-5,0,-1
-1.4617,5.7803,-2.0496,6,0,1
1.4617,-5.7803,2.0496,-6,0,-1
-0.2652,-3.5198,1.3611,1,0,1
0.2652,3.5198,-1.3611,-1,0,-1
-0.5735,2.8375,-0.6387,3,0,1
0.5735,-2.8375,0.6387,-3,0,-1
-0.2652,-3.5198,1.3611,1,0,1
0.2652,3.5198,-1.3611,-1,0,-1
0.8497,4.3913,-2.7103,0,0,-1
-0.8497,-4.3913,2.7103,0,0,1
-1.0797,5.0882,-2.6705,-1,0,-1
1.0797,-5.0882,2.6705,1,0,1
1.4617,-5.7803,2.0496,-6,0,-1
-1.4617,5.7803,-2.0496,6,0,1
-0.2015,-5.0918,2.2595,-6,0,-1
0.2015,5.0918,-2.2595,6,0,1
2.1417,-1.6975,-0.6742,-1,0,-1
-2.1417,1.6975,0.6742,1,0,1
1.2479,-4.1962,2.0112,-2,0,-1
-1.2479,4.1962,-2.0112,2,0,1
-0.9477,4.3123,-1.8594,4,0,1
0.9477,-4.3123,1.8594,-4,0,-1
-1.0929,6.1577,-3.7456,4,0,1
1.0929,-6.1577,3.7456,-4,0,-1
0.4729,-6.4505,3.632,-5,0,-1
-0.4729,6.4505,-3.632,5,0,1
0.4053,-3.7295,1.298,0,0,1
-0.4053,3.7295,-1.298,0,0,-1
2.1488,-2.943,1.8634,-2,0,-1
-2.1488,2.943,-1.8634,2,0,1
2.3394,-9.0528,5.6445,-3,0,-1
-2.3394,9.0528,-5.6445,3,0,1
-2.1417,1.6975,0.6742,1,0,1
2.1417,-1.6975,-0.6742,-1,0,-1
-2.3394,9.0528,-5.6445,3,0,1
2.3394,-9.0528,5.6445,-3,0,-1
-0.3296,6.4053,-3.1151,5,0,1
0.3296,-6.4053,3.1151,-5,0,-1
2.1417,-1.6975,-0.6742,-1,0,-1
-2.1417,1.6975,0.6742,1,0,1
0.3296,-6.4053,3.1151,-5,0,-1
-0.3296,6.4053,-3.1151,5,0,1
0.4053,-3.7295,1.298,0,0,1
-0.4053,3.7295,-1.298,0,0,-1
-0.9396,-2.1611,-0.0114,0,0,1
0.9396,2.1611,0.0114,0,0,-1
1.0929,-6.1577,3.7456,-4,0,-1
-1.0929,6.1577,-3.7456,4,0,1
-0.4729,6.4505,-3.632,5,0,1
0.4729,-6.4505,3.632,-5,0,-1
2.1361,-7.139,3.4221,-5,0,-1
-2.1361,7.139,-3.4221,5,0,1
-0.4053,3.7295,-1.298,0,0,-1
0.4053,-3.7295,1.298,0,0,1
0.5512,-6.2975,2.6199,-4,0,-1
-0.5512,6.2975,-2.6199,4,0,1
0.947,-3.5897,2.4237,0,0,1
-0.947,3.5897,-2.4237,0,0,-1
0.9824,2.8928,-2.4635,1,0,-1
-0.9824,-2.8928,2.4635,-1,0,1
-1.5808,1.4834,1.6141,0,0,1
1.5808,-1.4834,-1.6141,0,0,-1
0.0688,6.5903,-2.5063,5,0,1
-0.0688,-6.5903,2.5063,-5,0,-1
1.7977,-9.1926,4.5188,-3,0,-1
-1.7977,9.1926,-4.5188,3,0,1
1.5808,-1.4834,-1.6141,0,0,-1
-1.5808,1.4834,1.6141,0,0,1
-1.7977,9.1926,-4.5188,3,0,1
1.7977,-9.1926,4.5188,-3,0,-1
-0.406,4.4521,-0.7337,4,0,1
0.406,-4.4521,0.7337,-4,0,-1
0.5512,-6.2975,2.6199,-4,0,-1
-0.5512,6.2975,-2.6199,4,0,1
0.947,-3.5897,2.4237,0,0,1
-0.947,3.5897,-2.4237,0,0,-1
-0.484,1.6562,-0.3651,0,0,-1
0.484,-1.6562,0.3651,0,0,1
-2.0438,3.4169,-0.4445,0,0,1
2.0438,-3.4169,0.4445,0,0,-1
-0.484,1.6562,-0.3651,0,0,-1
0.484,-1.6562,0.3651,0,0,1
-0.484,1.6562,-0.3651,0,0,-1
0.484,-1.6562,0.3651,0,0,1
